malaria_id,location_id,notification_date,year,month,week,cases,laboratory_result,source,source_url,municipality,state_name
1669,1454,,2025,12,,12,,SIVEP-Malaria,,Rondolândia,Mato Grosso
1670,2521,,2025,7,,1,,SIVEP-Malaria,,Rondon do Pará,Pará
1671,1287,,2025,1,,1,,SIVEP-Malaria,,Rosário,Maranhão
1672,1287,,2025,2,,1,,SIVEP-Malaria,,Rosário,Maranhão
1673,1287,,2025,3,,5,,SIVEP-Malaria,,Rosário,Maranhão
1674,1287,,2025,4,,5,,SIVEP-Malaria,,Rosário,Maranhão
1675,1287,,2025,5,,7,,SIVEP-Malaria,,Rosário,Maranhão
1676,1287,,2025,6,,15,,SIVEP-Malaria,,Rosário,Maranhão
1677,1287,,2025,7,,7,,SIVEP-Malaria,,Rosário,Maranhão
1678,1287,,2025,8,,16,,SIVEP-Malaria,,Rosário,Maranhão
1679,1287,,2025,9,,3,,SIVEP-Malaria,,Rosário,Maranhão
1680,1287,,2025,10,,1,,SIVEP-Malaria,,Rosário,Maranhão
1681,1287,,2025,11,,2,,SIVEP-Malaria,,Rosário,Maranhão
1682,2524,,2025,4,,1,,SIVEP-Malaria,,Salvaterra,Pará
1683,2524,,2025,12,,1,,SIVEP-Malaria,,Salvaterra,Pará
1684,2525,,2025,1,,1,,SIVEP-Malaria,,Santa Bárbara do Pará,Pará
1685,2525,,2025,3,,1,,SIVEP-Malaria,,Santa Bárbara do Pará,Pará
1686,2525,,2025,9,,1,,SIVEP-Malaria,,Santa Bárbara do Pará,Pará
1687,2526,,2025,1,,1,,SIVEP-Malaria,,Santa Cruz do Arari,Pará
1688,2526,,2025,3,,1,,SIVEP-Malaria,,Santa Cruz do Arari,Pará
1689,2526,,2025,12,,1,,SIVEP-Malaria,,Santa Cruz do Arari,Pará
1690,4649,,2025,3,,3,,SIVEP-Malaria,,Santa Helena,Santa Catarina
1691,4649,,2025,5,,1,,SIVEP-Malaria,,Santa Helena,Santa Catarina
1692,4649,,2025,6,,1,,SIVEP-Malaria,,Santa Helena,Santa Catarina
1693,4649,,2025,8,,1,,SIVEP-Malaria,,Santa Helena,Santa Catarina
1694,190,,2024,12,,13,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1695,190,,2025,1,,408,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1696,190,,2025,2,,364,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1697,190,,2025,3,,292,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1698,190,,2025,4,,389,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1699,190,,2025,5,,374,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1700,190,,2025,6,,342,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1701,190,,2025,7,,141,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1702,190,,2025,8,,231,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1703,190,,2025,9,,247,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1704,190,,2025,10,,286,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1705,190,,2025,11,,234,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1706,190,,2025,12,,141,,SIVEP-Malaria,,Santa Isabel do Rio Negro,Amazonas
1707,2527,,2025,2,,1,,SIVEP-Malaria,,Santa Izabel do Pará,Pará
1708,2527,,2025,3,,1,,SIVEP-Malaria,,Santa Izabel do Pará,Pará
1709,2527,,2025,10,,1,,SIVEP-Malaria,,Santa Izabel do Pará,Pará
1710,2732,,2025,11,,1,,SIVEP-Malaria,,Santa Luzia,Paraíba
1711,2732,,2025,12,,2,,SIVEP-Malaria,,Santa Luzia,Paraíba
1712,1293,,2025,3,,1,,SIVEP-Malaria,,Santa Luzia do Paruá,Maranhão
1713,2530,,2025,1,,2,,SIVEP-Malaria,,Santa Maria do Pará,Pará
1714,2530,,2025,5,,1,,SIVEP-Malaria,,Santa Maria do Pará,Pará
1715,2733,,2025,4,,1,,SIVEP-Malaria,,Santa Rita,Paraíba
1716,2733,,2025,8,,1,,SIVEP-Malaria,,Santa Rita,Paraíba
1717,1460,,2025,8,,1,,SIVEP-Malaria,,Santa Rita do Trivelato,Mato Grosso
1718,549,,2024,12,,1,,SIVEP-Malaria,,Santana,Bahia
1719,549,,2025,1,,1,,SIVEP-Malaria,,Santana,Bahia
1720,549,,2025,2,,2,,SIVEP-Malaria,,Santana,Bahia
1721,549,,2025,4,,1,,SIVEP-Malaria,,Santana,Bahia
1722,549,,2025,5,,1,,SIVEP-Malaria,,Santana,Bahia
1723,549,,2025,7,,2,,SIVEP-Malaria,,Santana,Bahia
1724,549,,2025,8,,1,,SIVEP-Malaria,,Santana,Bahia
1725,549,,2025,9,,4,,SIVEP-Malaria,,Santana,Bahia
1726,549,,2025,10,,4,,SIVEP-Malaria,,Santana,Bahia
1727,549,,2025,11,,3,,SIVEP-Malaria,,Santana,Bahia
1728,549,,2025,12,,7,,SIVEP-Malaria,,Santana,Bahia
1729,2531,,2025,8,,1,,SIVEP-Malaria,,Santana do Araguaia,Pará
1730,1323,,2024,2,,1,,SIVEP-Malaria,,Satubinha,Maranhão
1731,1323,,2025,3,,7,,SIVEP-Malaria,,Satubinha,Maranhão
1732,1323,,2025,4,,14,,SIVEP-Malaria,,Satubinha,Maranhão
1733,1323,,2025,5,,9,,SIVEP-Malaria,,Satubinha,Maranhão
1734,1323,,2025,6,,12,,SIVEP-Malaria,,Satubinha,Maranhão
1735,1323,,2025,7,,8,,SIVEP-Malaria,,Satubinha,Maranhão
1736,1323,,2025,8,,6,,SIVEP-Malaria,,Satubinha,Maranhão
1737,1323,,2025,9,,6,,SIVEP-Malaria,,Satubinha,Maranhão
1738,1323,,2025,10,,3,,SIVEP-Malaria,,Satubinha,Maranhão
1739,1323,,2025,11,,11,,SIVEP-Malaria,,Satubinha,Maranhão
1740,1323,,2025,12,,7,,SIVEP-Malaria,,Satubinha,Maranhão
1741,20,,2024,12,,1,,SIVEP-Malaria,,Senador Guiomard,Acre
1742,20,,2025,1,,8,,SIVEP-Malaria,,Senador Guiomard,Acre
1743,20,,2025,2,,13,,SIVEP-Malaria,,Senador Guiomard,Acre
1744,20,,2025,3,,8,,SIVEP-Malaria,,Senador Guiomard,Acre
1745,20,,2025,4,,19,,SIVEP-Malaria,,Senador Guiomard,Acre
1746,20,,2025,5,,26,,SIVEP-Malaria,,Senador Guiomard,Acre
1747,20,,2025,6,,18,,SIVEP-Malaria,,Senador Guiomard,Acre
1748,20,,2025,7,,15,,SIVEP-Malaria,,Senador Guiomard,Acre
1749,20,,2025,8,,21,,SIVEP-Malaria,,Senador Guiomard,Acre
1750,20,,2025,9,,11,,SIVEP-Malaria,,Senador Guiomard,Acre
1751,20,,2025,10,,11,,SIVEP-Malaria,,Senador Guiomard,Acre
1752,20,,2025,11,,5,,SIVEP-Malaria,,Senador Guiomard,Acre
1753,20,,2025,12,,1,,SIVEP-Malaria,,Senador Guiomard,Acre
1754,4397,,2025,8,,1,,SIVEP-Malaria,,Seringueiras,Rondônia
1755,4397,,2025,9,,1,,SIVEP-Malaria,,Seringueiras,Rondônia
1756,138,,2024,12,,1,,SIVEP-Malaria,,Serra do Navio,Amapá
1757,138,,2025,1,,6,,SIVEP-Malaria,,Serra do Navio,Amapá
1758,138,,2025,2,,8,,SIVEP-Malaria,,Serra do Navio,Amapá
1759,138,,2025,3,,5,,SIVEP-Malaria,,Serra do Navio,Amapá
1760,138,,2025,4,,6,,SIVEP-Malaria,,Serra do Navio,Amapá
1761,138,,2025,5,,8,,SIVEP-Malaria,,Serra do Navio,Amapá
1762,138,,2025,6,,15,,SIVEP-Malaria,,Serra do Navio,Amapá
1763,138,,2025,7,,12,,SIVEP-Malaria,,Serra do Navio,Amapá
1764,138,,2025,8,,16,,SIVEP-Malaria,,Serra do Navio,Amapá
1765,138,,2025,9,,15,,SIVEP-Malaria,,Serra do Navio,Amapá
1766,138,,2025,10,,16,,SIVEP-Malaria,,Serra do Navio,Amapá
1767,138,,2025,11,,26,,SIVEP-Malaria,,Serra do Navio,Amapá
1768,138,,2025,12,,40,,SIVEP-Malaria,,Serra do Navio,Amapá
1769,195,,2025,9,,2,,SIVEP-Malaria,,Silves,Amazonas
1770,195,,2025,11,,1,,SIVEP-Malaria,,Silves,Amazonas
1771,195,,2025,12,,1,,SIVEP-Malaria,,Silves,Amazonas
1772,1473,,2025,11,,1,,SIVEP-Malaria,,Sinop,Mato Grosso
1773,1474,,2025,3,,1,,SIVEP-Malaria,,Sorriso,Mato Grosso
1774,2548,,2025,5,,2,,SIVEP-Malaria,,Soure,Pará
1775,2548,,2025,6,,9,,SIVEP-Malaria,,Soure,Pará
1776,2739,,2025,4,,1,,SIVEP-Malaria,,São Bento,Paraíba
1777,2739,,2025,11,,1,,SIVEP-Malaria,,São Bento,Paraíba
1778,2535,,2024,12,,1,,SIVEP-Malaria,,São Caetano de Odivelas,Pará
1779,2535,,2025,3,,1,,SIVEP-Malaria,,São Caetano de Odivelas,Pará
1780,2535,,2025,5,,1,,SIVEP-Malaria,,São Caetano de Odivelas,Pará
1781,2537,,2025,5,,1,,SIVEP-Malaria,,São Domingos do Capim,Pará
1782,192,,2024,1,,2,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1783,192,,2024,3,,1,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1784,192,,2024,10,,1,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1785,192,,2024,11,,1,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1786,192,,2024,12,,92,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1787,192,,2025,1,,1267,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1788,192,,2025,2,,1038,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1789,192,,2025,3,,901,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1790,192,,2025,4,,732,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1791,192,,2025,5,,788,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1792,192,,2025,6,,803,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1793,192,,2025,7,,809,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1794,192,,2025,8,,983,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1795,192,,2025,9,,797,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1796,192,,2025,10,,913,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1797,192,,2025,11,,626,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1798,192,,2025,12,,415,,SIVEP-Malaria,,São Gabriel da Cachoeira,Amazonas
1799,2540,,2025,3,,1,,SIVEP-Malaria,,São Geraldo do Araguaia,Pará
1800,2540,,2025,7,,2,,SIVEP-Malaria,,São Geraldo do Araguaia,Pará
1801,4663,,2025,4,,1,,SIVEP-Malaria,,São João Batista,Santa Catarina
1802,4416,,2024,12,,3,,SIVEP-Malaria,,São João da Baliza,Roraima
1803,4416,,2025,1,,26,,SIVEP-Malaria,,São João da Baliza,Roraima
1804,4416,,2025,2,,12,,SIVEP-Malaria,,São João da Baliza,Roraima
1805,4416,,2025,3,,4,,SIVEP-Malaria,,São João da Baliza,Roraima
1806,4416,,2025,4,,4,,SIVEP-Malaria,,São João da Baliza,Roraima
1807,4416,,2025,5,,4,,SIVEP-Malaria,,São João da Baliza,Roraima
1808,4416,,2025,6,,1,,SIVEP-Malaria,,São João da Baliza,Roraima
1809,4416,,2025,7,,4,,SIVEP-Malaria,,São João da Baliza,Roraima
1810,4416,,2025,8,,1,,SIVEP-Malaria,,São João da Baliza,Roraima
1811,4416,,2025,9,,1,,SIVEP-Malaria,,São João da Baliza,Roraima
1812,4416,,2025,10,,2,,SIVEP-Malaria,,São João da Baliza,Roraima
1813,4416,,2025,11,,6,,SIVEP-Malaria,,São João da Baliza,Roraima
1814,4416,,2025,12,,6,,SIVEP-Malaria,,São João da Baliza,Roraima
1815,2542,,2025,1,,1,,SIVEP-Malaria,,São João de Pirabas,Pará
1816,1316,,2025,4,,1,,SIVEP-Malaria,,São Mateus do Maranhão,Maranhão
1817,1317,,2025,2,,1,,SIVEP-Malaria,,São Pedro da Água Branca,Maranhão
1818,2545,,2025,1,,3,,SIVEP-Malaria,,São Sebastião da Boa Vista,Pará
1819,2545,,2025,2,,2,,SIVEP-Malaria,,São Sebastião da Boa Vista,Pará
1820,2545,,2025,3,,2,,SIVEP-Malaria,,São Sebastião da Boa Vista,Pará
1821,2545,,2025,6,,2,,SIVEP-Malaria,,São Sebastião da Boa Vista,Pará
1822,2545,,2025,7,,1,,SIVEP-Malaria,,São Sebastião da Boa Vista,Pará
1823,2545,,2025,8,,3,,SIVEP-Malaria,,São Sebastião da Boa Vista,Pará
1824,2545,,2025,9,,3,,SIVEP-Malaria,,São Sebastião da Boa Vista,Pará
1825,2545,,2025,10,,1,,SIVEP-Malaria,,São Sebastião da Boa Vista,Pará
1826,2545,,2025,11,,2,,SIVEP-Malaria,,São Sebastião da Boa Vista,Pará
1827,2545,,2025,12,,4,,SIVEP-Malaria,,São Sebastião da Boa Vista,Pará
1828,194,,2025,1,,1,,SIVEP-Malaria,,São Sebastião do Uatumã,Amazonas
1829,194,,2025,6,,1,,SIVEP-Malaria,,São Sebastião do Uatumã,Amazonas
1830,194,,2025,10,,2,,SIVEP-Malaria,,São Sebastião do Uatumã,Amazonas
1831,5303,,2024,12,,4,,SIVEP-Malaria,,Tabatinga,São Paulo
1832,5303,,2025,1,,36,,SIVEP-Malaria,,Tabatinga,São Paulo
1833,5303,,2025,2,,47,,SIVEP-Malaria,,Tabatinga,São Paulo
1834,5303,,2025,3,,45,,SIVEP-Malaria,,Tabatinga,São Paulo
1835,5303,,2025,4,,29,,SIVEP-Malaria,,Tabatinga,São Paulo
1836,5303,,2025,5,,51,,SIVEP-Malaria,,Tabatinga,São Paulo
1837,5303,,2025,6,,43,,SIVEP-Malaria,,Tabatinga,São Paulo
1838,5303,,2025,7,,36,,SIVEP-Malaria,,Tabatinga,São Paulo
1839,5303,,2025,8,,26,,SIVEP-Malaria,,Tabatinga,São Paulo
1840,5303,,2025,9,,14,,SIVEP-Malaria,,Tabatinga,São Paulo
1841,5303,,2025,10,,17,,SIVEP-Malaria,,Tabatinga,São Paulo
1842,5303,,2025,11,,8,,SIVEP-Malaria,,Tabatinga,São Paulo
1843,5303,,2025,12,,9,,SIVEP-Malaria,,Tabatinga,São Paulo
1844,2549,,2025,6,,2,,SIVEP-Malaria,,Tailândia,Pará
1845,2549,,2025,8,,1,,SIVEP-Malaria,,Tailândia,Pará
1846,197,,2024,12,,8,,SIVEP-Malaria,,Tapauá,Amazonas
1847,197,,2025,1,,118,,SIVEP-Malaria,,Tapauá,Amazonas
1848,197,,2025,2,,84,,SIVEP-Malaria,,Tapauá,Amazonas
1849,197,,2025,3,,155,,SIVEP-Malaria,,Tapauá,Amazonas
1850,197,,2025,4,,93,,SIVEP-Malaria,,Tapauá,Amazonas
1851,197,,2025,5,,140,,SIVEP-Malaria,,Tapauá,Amazonas
1852,197,,2025,6,,149,,SIVEP-Malaria,,Tapauá,Amazonas
1853,197,,2025,7,,195,,SIVEP-Malaria,,Tapauá,Amazonas
1854,197,,2025,8,,206,,SIVEP-Malaria,,Tapauá,Amazonas
1855,197,,2025,9,,137,,SIVEP-Malaria,,Tapauá,Amazonas
1856,197,,2025,10,,91,,SIVEP-Malaria,,Tapauá,Amazonas
1857,197,,2025,11,,57,,SIVEP-Malaria,,Tapauá,Amazonas
1858,197,,2025,12,,22,,SIVEP-Malaria,,Tapauá,Amazonas
1859,21,,2024,12,,1,,SIVEP-Malaria,,Tarauacá,Acre
1860,21,,2025,1,,18,,SIVEP-Malaria,,Tarauacá,Acre
1861,21,,2025,2,,8,,SIVEP-Malaria,,Tarauacá,Acre
1862,21,,2025,3,,6,,SIVEP-Malaria,,Tarauacá,Acre
1863,21,,2025,4,,3,,SIVEP-Malaria,,Tarauacá,Acre
1864,21,,2025,5,,7,,SIVEP-Malaria,,Tarauacá,Acre
1865,21,,2025,6,,3,,SIVEP-Malaria,,Tarauacá,Acre
1866,21,,2025,7,,9,,SIVEP-Malaria,,Tarauacá,Acre
1867,21,,2025,8,,5,,SIVEP-Malaria,,Tarauacá,Acre
1868,21,,2025,10,,1,,SIVEP-Malaria,,Tarauacá,Acre
1869,139,,2025,1,,4,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1870,139,,2025,2,,3,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1871,139,,2025,3,,2,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1872,139,,2025,4,,10,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1873,139,,2025,5,,2,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1874,139,,2025,6,,2,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1875,139,,2025,7,,3,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1876,139,,2025,8,,1,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1877,139,,2025,9,,2,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1878,139,,2025,10,,2,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1879,139,,2025,11,,5,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1880,139,,2025,12,,6,,SIVEP-Malaria,,Tartarugalzinho,Amapá
1881,2550,,2025,9,,1,,SIVEP-Malaria,,Terra Alta,Pará
1882,2550,,2025,11,,1,,SIVEP-Malaria,,Terra Alta,Pará
1883,2550,,2025,12,,1,,SIVEP-Malaria,,Terra Alta,Pará
1884,1478,,2025,7,,2,,SIVEP-Malaria,,Terra Nova do Norte,Mato Grosso
1885,1478,,2025,8,,1,,SIVEP-Malaria,,Terra Nova do Norte,Mato Grosso
1886,1478,,2025,9,,1,,SIVEP-Malaria,,Terra Nova do Norte,Mato Grosso
1887,1478,,2025,10,,1,,SIVEP-Malaria,,Terra Nova do Norte,Mato Grosso
1888,2551,,2025,10,,1,,SIVEP-Malaria,,Terra Santa,Pará
1889,4399,,2025,9,,1,,SIVEP-Malaria,,Theobroma,Rondônia
1890,4399,,2025,10,,3,,SIVEP-Malaria,,Theobroma,Rondônia
1891,199,,2024,12,,6,,SIVEP-Malaria,,Tonantins,Amazonas
1892,199,,2025,1,,100,,SIVEP-Malaria,,Tonantins,Amazonas
1893,199,,2025,2,,188,,SIVEP-Malaria,,Tonantins,Amazonas
1894,199,,2025,3,,79,,SIVEP-Malaria,,Tonantins,Amazonas
1895,199,,2025,4,,118,,SIVEP-Malaria,,Tonantins,Amazonas
1896,199,,2025,5,,110,,SIVEP-Malaria,,Tonantins,Amazonas
1897,199,,2025,6,,130,,SIVEP-Malaria,,Tonantins,Amazonas
1898,199,,2025,7,,93,,SIVEP-Malaria,,Tonantins,Amazonas
1899,199,,2025,8,,158,,SIVEP-Malaria,,Tonantins,Amazonas
1900,199,,2025,9,,106,,SIVEP-Malaria,,Tonantins,Amazonas
1901,199,,2025,10,,189,,SIVEP-Malaria,,Tonantins,Amazonas
1902,199,,2025,11,,72,,SIVEP-Malaria,,Tonantins,Amazonas
1903,199,,2025,12,,91,,SIVEP-Malaria,,Tonantins,Amazonas
1904,2554,,2025,1,,2,,SIVEP-Malaria,,Trairão,Pará
1905,2554,,2025,2,,4,,SIVEP-Malaria,,Trairão,Pará
1906,2554,,2025,3,,2,,SIVEP-Malaria,,Trairão,Pará
1907,2554,,2025,4,,1,,SIVEP-Malaria,,Trairão,Pará
1908,2554,,2025,5,,2,,SIVEP-Malaria,,Trairão,Pará
1909,2554,,2025,7,,2,,SIVEP-Malaria,,Trairão,Pará
1910,2554,,2025,9,,1,,SIVEP-Malaria,,Trairão,Pará
1911,2554,,2025,10,,2,,SIVEP-Malaria,,Trairão,Pará
1912,2554,,2025,11,,2,,SIVEP-Malaria,,Trairão,Pará
1913,2554,,2025,12,,6,,SIVEP-Malaria,,Trairão,Pará
1914,1333,,2025,2,,1,,SIVEP-Malaria,,Trizidela do Vale,Maranhão
1915,2555,,2025,1,,2,,SIVEP-Malaria,,Tucumã,Pará
1916,2555,,2025,3,,1,,SIVEP-Malaria,,Tucumã,Pará
1917,2555,,2025,4,,1,,SIVEP-Malaria,,Tucumã,Pará
1918,2555,,2025,6,,2,,SIVEP-Malaria,,Tucumã,Pará
1919,2555,,2025,10,,1,,SIVEP-Malaria,,Tucumã,Pará
1920,2555,,2025,12,,1,,SIVEP-Malaria,,Tucumã,Pará
1921,1337,,2025,1,,1,,SIVEP-Malaria,,Turilândia,Maranhão
1922,1337,,2025,6,,1,,SIVEP-Malaria,,Turilândia,Maranhão
1923,1337,,2025,7,,1,,SIVEP-Malaria,,Turilândia,Maranhão
1924,1337,,2025,9,,1,,SIVEP-Malaria,,Turilândia,Maranhão
1925,200,,2024,11,,1,,SIVEP-Malaria,,Uarini,Amazonas
1926,200,,2024,12,,3,,SIVEP-Malaria,,Uarini,Amazonas
1927,200,,2025,1,,83,,SIVEP-Malaria,,Uarini,Amazonas
1928,200,,2025,2,,48,,SIVEP-Malaria,,Uarini,Amazonas
1929,200,,2025,3,,52,,SIVEP-Malaria,,Uarini,Amazonas
1930,200,,2025,4,,47,,SIVEP-Malaria,,Uarini,Amazonas
1931,200,,2025,5,,60,,SIVEP-Malaria,,Uarini,Amazonas
1932,200,,2025,6,,56,,SIVEP-Malaria,,Uarini,Amazonas
1933,200,,2025,7,,110,,SIVEP-Malaria,,Uarini,Amazonas
1934,200,,2025,8,,102,,SIVEP-Malaria,,Uarini,Amazonas
1935,200,,2025,9,,85,,SIVEP-Malaria,,Uarini,Amazonas
1936,200,,2025,10,,109,,SIVEP-Malaria,,Uarini,Amazonas
1937,200,,2025,11,,77,,SIVEP-Malaria,,Uarini,Amazonas
1938,200,,2025,12,,46,,SIVEP-Malaria,,Uarini,Amazonas
1939,4418,,2024,12,,9,,SIVEP-Malaria,,Uiramutã,Roraima
1940,4418,,2025,1,,126,,SIVEP-Malaria,,Uiramutã,Roraima
1941,4418,,2025,2,,51,,SIVEP-Malaria,,Uiramutã,Roraima
1942,4418,,2025,3,,39,,SIVEP-Malaria,,Uiramutã,Roraima
1943,4418,,2025,4,,29,,SIVEP-Malaria,,Uiramutã,Roraima
1944,4418,,2025,5,,64,,SIVEP-Malaria,,Uiramutã,Roraima
1945,4418,,2025,6,,83,,SIVEP-Malaria,,Uiramutã,Roraima
1946,4418,,2025,7,,46,,SIVEP-Malaria,,Uiramutã,Roraima
1947,4418,,2025,8,,40,,SIVEP-Malaria,,Uiramutã,Roraima
1948,4418,,2025,9,,19,,SIVEP-Malaria,,Uiramutã,Roraima
1949,4418,,2025,10,,15,,SIVEP-Malaria,,Uiramutã,Roraima
1950,4418,,2025,11,,20,,SIVEP-Malaria,,Uiramutã,Roraima
1951,4418,,2025,12,,12,,SIVEP-Malaria,,Uiramutã,Roraima
1952,1481,,2025,11,,1,,SIVEP-Malaria,,União do Sul,Mato Grosso
1953,2558,,2025,5,,1,,SIVEP-Malaria,,Uruará,Pará
1954,2558,,2025,8,,1,,SIVEP-Malaria,,Uruará,Pará
1955,2558,,2025,11,,1,,SIVEP-Malaria,,Uruará,Pará
1956,201,,2025,4,,1,,SIVEP-Malaria,,Urucará,Amazonas
1957,202,,2025,10,,1,,SIVEP-Malaria,,Urucurituba,Amazonas
1958,4400,,2025,10,,1,,SIVEP-Malaria,,Urupá,Rondônia
1959,4401,,2025,8,,1,,SIVEP-Malaria,,Vale do Anari,Rondônia
1960,4401,,2025,9,,1,,SIVEP-Malaria,,Vale do Anari,Rondônia
1961,4401,,2025,10,,1,,SIVEP-Malaria,,Vale do Anari,Rondônia
1962,4401,,2025,11,,1,,SIVEP-Malaria,,Vale do Anari,Rondônia
1963,4401,,2025,12,,1,,SIVEP-Malaria,,Vale do Anari,Rondônia
1964,2559,,2025,3,,2,,SIVEP-Malaria,,Vigia,Pará
1965,4403,,2025,6,,2,,SIVEP-Malaria,,Vilhena,Rondônia
1966,4403,,2025,11,,1,,SIVEP-Malaria,,Vilhena,Rondônia
1967,2560,,2025,1,,1,,SIVEP-Malaria,,Viseu,Pará
1968,2560,,2025,7,,1,,SIVEP-Malaria,,Viseu,Pará
1969,1344,,2025,9,,1,,SIVEP-Malaria,,Vitorino Freire,Maranhão
1970,5571,,2025,6,,1,,SIVEP-Malaria,,Wanderlândia,Tocantins
1971,5572,,2025,1,,1,,SIVEP-Malaria,,Xambioá,Tocantins
1972,5572,,2025,8,,1,,SIVEP-Malaria,,Xambioá,Tocantins
